Data Size,Average,Standard Deviation
5539,10.51169625,1.850614137
5540,10.50801987,1.834587085
5541,10.51062099,1.836241012
5542,10.51227584,1.836661332
5543,10.50803528,1.833439959
5544,10.50628416,1.831139989
5545,10.51199062,1.849550567
5546,10.51258477,1.849966316
5547,10.50854037,1.833035812
5548,10.50903237,1.83330877
5549,10.51318298,1.837087938
5550,10.51396029,1.863820008
5551,10.50877996,1.83190787
5552,10.51282345,1.835757919
5553,10.51191864,1.847924338
5554,10.51126774,1.833598047
5555,10.51437115,1.836512558
5556,10.51252345,1.834844136
5557,10.51556327,1.851678937
5558,10.51517493,1.837795977
5559,10.51630229,1.864264721
5560,10.51745516,1.851915153
5561,10.51500056,1.836414324
5562,10.51368726,1.834526023
5563,10.5161422,1.836590835
5564,10.51522566,1.836338188
5565,10.51471061,1.848125652
5566,10.51809537,1.838207959
5567,10.51354972,1.834107479
5568,10.51333331,1.833508
5569,10.51425443,1.861152551
5570,10.51281493,1.833627171
5571,10.518876,1.850361748
5572,10.515302,1.847659092
5573,10.51985641,1.864864576
5574,10.51595368,1.848208735
5575,10.51488684,1.847303206
5576,10.51431562,1.846140064
5577,10.51437624,1.84575257
5578,10.5189738,1.863645116
5579,10.51969491,1.837373661
5580,10.51875804,1.86294528
5581,10.51752467,1.834743236
5582,10.51812548,1.862013165
5583,10.5163888,1.847691634
5584,10.51442054,1.844892766
5585,10.51725886,1.834204691
5586,10.51804334,1.861474739
5587,10.51615877,1.859563359
5588,10.52073408,1.835929814
5589,10.52216701,1.85104811
5590,10.5205273,1.850049817
5591,10.52264585,1.891004662
5592,10.51964305,1.901150193
5593,10.52144742,1.836671284
5594,10.51919081,1.861040475
5595,10.52175797,1.876909647
5596,10.52197443,1.875288718
5597,10.51767261,1.872749737
5598,10.52299381,1.916831677
5599,10.52231743,1.862490687
5600,10.52328975,1.850297289
5601,10.52050664,1.887144391
5602,10.52236629,1.862428177
5603,10.52284485,1.888589349
5604,10.52048555,1.873837263
5605,10.52099456,1.87429069
5606,10.52443388,1.85018454
5607,10.52445496,1.890398825
5608,10.52546308,1.877348791
5609,10.52108183,1.87334556
5610,10.52515488,1.890576183
5611,10.52466283,1.915412019
5612,10.52420247,1.915325493
5613,10.52516102,1.955415956
5614,10.5280604,1.904747769
5615,10.52357762,1.914242018
5616,10.5259272,1.95518579
5617,10.52458871,1.888557926
5618,10.5296244,1.893402223
5619,10.52876438,1.917905551
5620,10.5280017,1.917605864
5621,10.52402494,1.939517034
5622,10.52898696,1.890967028
5623,10.5265922,1.967601063
5624,10.52622766,1.941795913
5625,10.52524822,1.952881145
5626,10.52993155,1.983243989
5627,10.52737317,1.954552027
5628,10.52924543,1.969348779
5629,10.52905534,1.969487614
5630,10.52679563,1.901396769
5631,10.52722594,1.980349411
5632,10.52845121,1.954902691
5633,10.52944561,1.955672739
5634,10.52763811,2.007132962
5635,10.53301986,2.091237825
5636,10.53243182,1.971800264
5637,10.52675881,1.979344913
5638,10.52996329,2.021554665
5639,10.53090691,1.995786397
5640,10.5311524,1.969673434
5641,10.53061882,2.047512467
5642,10.53236735,2.050157215
5643,10.53449365,2.078002152
5644,10.53250924,2.088122145
5645,10.5314868,2.114111255
5646,10.52957865,1.953400313
5647,10.53279766,2.140726361
5648,10.53156311,2.153749191
5649,10.53349111,2.114745795
5650,10.5345423,2.115911168
5651,10.53612376,2.156823111
5652,10.53561711,2.287966527
5653,10.53522215,2.195847234
5654,10.53626961,2.169745367
5655,10.53211668,2.099366591
5656,10.53240228,2.138886611
5657,10.53817646,2.383323971
5658,10.53257948,2.04694691
5659,10.53377804,2.087807427
5660,10.53869084,2.223886746
5661,10.53415711,2.166321038
5662,10.53894552,2.343159455
5663,10.5339529,2.338432127
5664,10.53620064,2.207421372
5665,10.53678504,2.155061851
5666,10.53806331,2.365917956
5667,10.53649699,2.431364908
5668,10.53588525,2.272175499
5669,10.53821708,2.445396428
5670,10.53899252,2.406063007
5671,10.54042788,2.421358762
5672,10.53988605,2.473131524
5673,10.53274879,2.348440809
5674,10.53688306,2.469884017
5675,10.53466629,2.349435159
5676,10.53790989,2.417328964
5677,10.53905158,2.392555191
5678,10.53925071,2.57718547
5679,10.53927124,2.496873496
5680,10.54039472,2.471578481
5681,10.54102535,2.657351918
5682,10.54304907,2.592904658
5683,10.54071272,2.69564944
5684,10.54138527,2.55116533
5685,10.54494508,2.870437035
5686,10.54073169,2.735044964
5687,10.54023265,2.640908769
5688,10.54258109,2.854601742
5689,10.53900944,2.733228595
5690,10.54027779,2.747464766
5691,10.54361377,2.987985553
5692,10.54012085,3.036783597
5693,10.53753773,2.743770687
5694,10.54233062,2.957607615
5695,10.54323142,2.946582393
5696,10.54404092,2.946916771
5697,10.54310016,2.906504769
5698,10.54781653,3.383654981
5699,10.54751358,3.17270894
5700,10.54272925,3.010098898
5701,10.54309165,3.181846178
5702,10.54656571,3.250377401
5703,10.54345322,3.103036896
5704,10.54174831,3.324927831
5705,10.54585961,3.420959165
5706,10.54447762,3.420023915
5707,10.54551121,3.498945704
5708,10.54828601,3.646245289
5709,10.54522454,3.69578858
5710,10.54337794,3.601231635
5711,10.54683398,3.697576917
5712,10.546514,3.762581833
5713,10.54686999,3.550853624
5714,10.5468281,3.681545463
5715,10.54871401,4.04036122
5716,10.54640482,3.734203652
5717,10.54357606,3.732196258
5718,10.55060149,4.237365092
5719,10.55061434,3.97499093
5720,10.54319099,3.836105078
5721,10.54547891,3.99648388
5722,10.54670913,3.985395648
5723,10.54649064,4.247053172
5724,10.5488023,4.209380181
5725,10.54966549,4.052230856
5726,10.54663929,4.404630033
5727,10.55059526,4.658042879
5728,10.55156258,4.762791033
5729,10.54786705,4.615914906
5730,10.5503832,4.603480397
5731,10.54949428,4.496027221
5732,10.55253986,4.866749701
5733,10.54997407,4.878505066
5734,10.55094774,4.852222119
5735,10.54675661,4.519665058
5736,10.55070462,4.839435929
5737,10.55388551,4.907438505
5738,10.55050244,5.153031228
5739,10.55349015,5.353082858
5740,10.55154515,5.220906843
5741,10.55137381,5.075138884
5742,10.55212253,5.219796224
5743,10.5540781,5.394110092
5744,10.55228363,5.561720099
5745,10.55055697,5.533652199
5746,10.55117052,5.625199903
5747,10.55125979,5.588200219
5748,10.55555735,5.917248728
5749,10.5523788,5.808691713
5750,10.5555919,6.155814285
5751,10.55458396,6.007450351
5752,10.55186931,5.88606665
5753,10.55457447,6.177835902
5754,10.55489923,6.228899734
5755,10.5599517,6.708357062
5756,10.55673145,6.455012724
5757,10.55291846,6.083282372
5758,10.55218085,6.397310829
5759,10.55646706,6.622958178
5760,10.55695446,6.807361957
5761,10.55814797,6.915699803
5762,10.55709448,7.0685785
5763,10.55632821,6.766001285
5764,10.55967439,7.25625684
5765,10.55670852,6.87113463
5766,10.55970556,7.187054758
5767,10.55862586,7.475060624
5768,10.5610131,7.689624236
5769,10.55683188,7.287936893
5770,10.55655957,7.168853338
5771,10.55834848,7.908781777
5772,10.55582597,7.49473052
5773,10.56078826,7.857005952
5774,10.56221469,8.052852735
5775,10.55718055,7.905527486
5776,10.55881663,8.668223012
5777,10.5588328,8.403340456
5778,10.56168451,8.575113767
5779,10.56188544,8.496628639
5780,10.55743716,8.02937647
5781,10.55960565,8.388728766
5782,10.5607081,8.480035224
5783,10.55936298,8.701830779
5784,10.5647905,9.007149387
5785,10.56119739,8.701808609
5786,10.5612135,8.805378662
5787,10.56319465,8.860060104
5788,10.55995456,9.108088046
5789,10.56225106,9.356825515
5790,10.559695,9.422619323
5791,10.56142204,9.433376758
5792,10.56156387,9.684080654
5793,10.56535857,9.935571527
5794,10.56423188,9.882987017
5795,10.56184241,9.772202553
5796,10.56442355,9.824595248
5797,10.56656706,9.866348078
5798,10.5666045,9.92073362
5799,10.56241813,10.06157639
5800,10.56077259,9.885852333
5801,10.56587927,10.032459
5802,10.56620638,10.33557569
5803,10.56426082,10.62110011
5804,10.56315242,10.40637108
5805,10.56955054,10.69949061
5806,10.56848598,10.74045049
5807,10.56744514,10.80450688
5808,10.56589449,10.97482216
5809,10.56936488,10.8045479
5810,10.56776815,10.6955963
5811,10.56611394,11.05097865
5812,10.56734653,11.28692907
5813,10.56645841,11.37557309
5814,10.5668982,11.41211715
5815,10.56608717,11.4393224
5816,10.57015479,11.51352147
5817,10.5691371,11.43636192
5818,10.56737109,11.76123749
5819,10.56750168,11.46314162
5820,10.56733075,11.70641673
5821,10.57017254,11.82991762
5822,10.57187425,11.95927518
5823,10.56986267,11.9153203
5824,10.57022154,12.03021326
5825,10.56954717,12.29348598
5826,10.56939501,12.13500144
5827,10.56817803,12.27074477
5828,10.56873479,12.32979559
5829,10.57154169,12.32645457
5830,10.57134476,12.39149202
5831,10.57331859,12.53917603
5832,10.57191214,12.67996404
5833,10.5692304,12.33554292
5834,10.57359751,12.57286301
5835,10.57141527,12.48924781
5836,10.57015183,12.63249463
5837,10.57067702,12.75129913
5838,10.57175608,13.10637437
5839,10.57738527,12.98671534
5840,10.5731691,13.06319539
5841,10.57525236,13.08587447
5842,10.57279071,12.93244288
5843,10.57213683,13.27148303
5844,10.57759562,13.34339226
5845,10.57555263,13.31716771
5846,10.57316997,13.07071996
5847,10.57426314,13.40856514
5848,10.57660619,13.35836691
5849,10.57516282,13.20487675
5850,10.57455345,13.5375936
5851,10.57273408,13.38803111
5852,10.5763975,13.54490816
5853,10.57485109,13.42596614
5854,10.57267143,13.33593534
5855,10.57580008,13.54209983
5856,10.57737204,13.66901326
5857,10.57758096,13.84966273
5858,10.58000071,13.73771139
5859,10.57685066,13.66691723
5860,10.57736529,13.69316536
5861,10.57677632,13.79694283
5862,10.57938176,13.79230662
5863,10.57771935,13.74011632
5864,10.57638155,13.90705477
5865,10.5787914,13.85659152
5866,10.57600823,14.04494526
5867,10.57712302,13.92877963
5868,10.57702664,14.04942332
5869,10.57719884,13.84934271
5870,10.57919774,13.95295916
5871,10.57926386,14.18663551
5872,10.57693423,14.20580294
5873,10.57975808,14.10136637
5874,10.57957765,14.16827849
5875,10.57928592,14.24507819
5876,10.57718081,14.1404832
5877,10.58292079,14.25132496
5878,10.58124019,14.20041136
5879,10.57749173,14.33945557
5880,10.57749567,14.26016211
5881,10.5800572,14.32421379
5882,10.58143211,14.34336642
5883,10.58205521,14.36428012
5884,10.5838908,14.42508998
5885,10.58388975,14.47750763
5886,10.58309349,14.45098935
5887,10.58133823,14.44942342
5888,10.58170464,14.47300282
5889,10.58546898,14.42619436
5890,10.58464372,14.38905925
5891,10.58096339,14.52226446
5892,10.58290005,14.61513322
5893,10.58234591,14.4370422
5894,10.57981066,14.53093063
5895,10.5851325,14.53875779
5896,10.58500052,14.58182329
5897,10.58701352,14.47100305
5898,10.58395337,14.5605583
5899,10.58369757,14.62837906
5900,10.58681583,14.57193158
5901,10.58783587,14.64780968
5902,10.5880653,14.56337969
5903,10.58765615,14.68530924
5904,10.58754216,14.51294176
5905,10.5872852,14.6004167
5906,10.58926498,14.4802678
5907,10.58573875,14.6725898
5908,10.5883812,14.61579838
5909,10.5882441,14.55495323
5910,10.58834419,14.61757846
5911,10.58155382,14.56751946
5912,10.58421873,14.63197495
5913,10.58560863,14.65590823
5914,10.58809371,14.66011276
5915,10.58705169,14.69350365
5916,10.58938361,14.67773562
5917,10.58734198,14.69797073
5918,10.58957737,14.67853669
5919,10.58772493,14.76502162
5920,10.58631357,14.68212467
5921,10.5877233,14.73257597
5922,10.58772947,14.62337766
5923,10.59389803,14.71567359
5924,10.58878986,14.68904813
5925,10.58863047,14.65962276
5926,10.59032614,14.74564056
5927,10.58838283,14.76031298
5928,10.59196005,14.71730894
5929,10.59084406,14.7266626
5930,10.59252283,14.70686086
5931,10.58966421,14.73493137
5932,10.59065622,14.70869622
5933,10.5915526,14.73435539
5934,10.59190071,14.68041598
5935,10.59351196,14.7315522
5936,10.5907781,14.75266584
5937,10.59004137,14.70390373
5938,10.59344083,14.68891812
5939,10.59079738,14.6951697
5940,10.59221734,14.70829824
5941,10.59356462,14.70998484
5942,10.59221421,14.73098352
5943,10.59682575,14.69260547
5944,10.59395341,14.69321268
5945,10.59735887,14.72591031
5946,10.59565866,14.69803068
5947,10.59926684,14.738008
5948,10.5940673,14.71251494
5949,10.59195675,14.73039501
5950,10.59145826,14.73416899
5951,10.5949983,14.72374107
5952,10.59782025,14.70080441
5953,10.59528912,14.69557377
5954,10.59001921,14.72573943
5955,10.59168015,14.70917657
5956,10.59812736,14.71961214
5957,10.59629814,14.72023566
5958,10.59736031,14.71215303
5959,10.59362012,14.68508897
5960,10.59966641,14.71868691
5961,10.59694412,14.71345287
5962,10.59651728,14.71109707
5963,10.5973882,14.71070514
5964,10.60093454,14.70379711
5965,10.59995509,14.69985892
5966,10.59957809,14.70143305
5967,10.60242153,14.69268164
5968,10.59882152,14.69771116
5969,10.5999252,14.68325299
5970,10.59537582,14.69638004
5971,10.6016877,14.69224298
5972,10.59746263,14.69403825
5973,10.59734396,14.68163049
5974,10.60254707,14.6891969
5975,10.59970288,14.68731248
5976,10.59901789,14.68360949
5977,10.59764852,14.68354889
5978,10.60130319,14.68166185
5979,10.59914463,14.68103447
5980,10.60081906,14.67596962
5981,10.60259494,14.6631455
5982,10.60256638,14.67276286
5983,10.60086357,14.67353686
5984,10.60193976,14.67454099
5985,10.60554256,14.66782782
5986,10.6021435,14.66313778
5987,10.60454326,14.66939338
5988,10.60103507,14.66972574
5989,10.60253134,14.65861964
5990,10.60444682,14.66364495
5991,10.60695851,14.66233885
5992,10.60480202,14.65633228
5993,10.60187296,14.63955339
5994,10.60175125,14.64971523
5995,10.60776493,14.65258964
5996,10.60737638,14.64945814
5997,10.60189345,14.6470088
5998,10.60471384,14.64641969
5999,10.60462866,14.64466517
6000,10.60591649,14.64428259
6001,10.60803878,14.64142229
6002,10.60306088,14.64170179
6003,10.60538402,14.63824459
6004,10.6056018,14.63723372
6005,10.61130611,14.63040722
6006,10.60266216,14.6350677
6007,10.60677971,14.62982632
6008,10.60644134,14.62815148
6009,10.60760739,14.62670081
6010,10.60541083,14.62761819
6011,10.60764237,14.62368437
6012,10.60790728,14.61938197
6013,10.60887112,14.62085374
6014,10.60434993,14.62050924
6015,10.60809247,14.61956832
6016,10.61230985,14.6165037
6017,10.60966901,14.61252836
6018,10.60835479,14.61138332
6019,10.60830937,14.61020921
6020,10.60485104,14.60569364
6021,10.60998858,14.60394072
6022,10.60483328,14.60368291
6023,10.60832842,14.60231311
6024,10.60978071,14.59896609
6025,10.6134974,14.59904183
6026,10.60738227,14.60392005
6027,10.60862816,14.59516225
6028,10.61118981,14.59721964
6029,10.60938112,14.5951444
6030,10.61321869,14.59288262
6031,10.60845931,14.59355394
6032,10.61327673,14.58629056
6033,10.61043948,14.58859801
6034,10.61310371,14.58403646
6035,10.61215668,14.58164524
6036,10.61496016,14.58295507
6037,10.61317285,14.57389677
6038,10.6123221,14.57297921
6039,10.61221267,14.57798794
6040,10.61428301,14.57677655
6041,10.6111448,14.56837104
6042,10.61389331,14.57136274
6043,10.61331853,14.57097742
6044,10.61159468,14.56808631
6045,10.61230359,14.56759035
6046,10.6139167,14.56472488
6047,10.61508944,14.55852642
6048,10.61498872,14.56224114
6049,10.61289865,14.56423152
6050,10.61639603,14.55362478
6051,10.6131232,14.5527667
6052,10.61525008,14.55109616
6053,10.61781024,14.55472085
6054,10.61555095,14.55216946
6055,10.61681174,14.54923925
6056,10.61216208,14.54565993
6057,10.61490991,14.54175111
6058,10.61550484,14.54333375
6059,10.6169746,14.53978927
6060,10.61691878,14.53822947
6061,10.61909645,14.54035198
6062,10.61973398,14.53716145
6063,10.61522615,14.53253245
6064,10.61755582,14.53312266
6065,10.61704157,14.52860886
6066,10.61705852,14.52823735
6067,10.61668215,14.53248401
6068,10.61714013,14.52403113
6069,10.61759227,14.52460563
6070,10.61659207,14.52123903
6071,10.61970898,14.5171005
6072,10.61935088,14.5184906
6073,10.62074557,14.5194726
6074,10.61777881,14.51658882
6075,10.620906,14.50943977
6076,10.6180251,14.51173825
6077,10.61713476,14.50837276
6078,10.61890236,14.51154021
6079,10.62035499,14.50399996
6080,10.6175196,14.50413539
6081,10.61863799,14.5068219
6082,10.62384064,14.50042222
6083,10.62027666,14.50021767
6084,10.62070704,14.49888317
6085,10.62768571,14.49512467
6086,10.62406264,14.4935848
6087,10.62357416,14.49203183
6088,10.62447439,14.49014503
6089,10.61954019,14.48670761
6090,10.62194416,14.48618066
6091,10.62402731,14.48730207
6092,10.62410232,14.48879617
6093,10.62415126,14.48566725
6094,10.62493367,14.48299915
6095,10.62249228,14.47732456
6096,10.62523412,14.48141741
6097,10.62348251,14.47561492
6098,10.62420253,14.47278315
6099,10.62244149,14.47268334
6100,10.6274257,14.47253877
6101,10.62201808,14.46937845
6102,10.62686884,14.46700175
6103,10.62590052,14.46953269
6104,10.62663102,14.46404497
6105,10.62201923,14.46239549
6106,10.62786775,14.45776692
6107,10.62316535,14.45874426
6108,10.62489353,14.45682499
6109,10.63017028,14.45421717
6110,10.62893462,14.45322844
6111,10.62900523,14.44906424
6112,10.62665521,14.45254583
6113,10.62729571,14.45468952
6114,10.62640146,14.44376038
6115,10.62252181,14.44474241
6116,10.6264645,14.44197203
6117,10.62593237,14.44388446
6118,10.62517721,14.44882248
6119,10.62803866,14.43754582
6120,10.62826127,14.43426428
6121,10.63150685,14.43724054
6122,10.62889938,14.43171783
6123,10.62523504,14.43240912
6124,10.63088285,14.43045344
6125,10.63091924,14.43098318
6126,10.62637343,14.42556032
6127,10.63037447,14.42750756
6128,10.62794222,14.42624453
6129,10.63022204,14.42652077
6130,10.63036609,14.42428118
6131,10.63255992,14.41922401
6132,10.62895262,14.41888681
6133,10.62481819,14.41503427
6134,10.63168596,14.41131777
6135,10.63004737,14.4144708
6136,10.63276199,14.41494741
6137,10.63189993,14.41368739
6138,10.63278199,14.40805655
6139,10.63484855,14.40666087
6140,10.63412449,14.4025384
6141,10.63313318,14.40498885
6142,10.63177545,14.39799619
6143,10.62848213,14.3964037
6144,10.634305,14.40078548
6145,10.63673764,14.3968587
6146,10.63645869,14.39367982
6147,10.63519841,14.39617423
6148,10.63344156,14.38955361
6149,10.63148952,14.38974016
6150,10.63279322,14.39028306
6151,10.6320696,14.38805186
6152,10.63268436,14.38512342
6153,10.63366352,14.38033257
6154,10.63536989,14.38244244
6155,10.63350383,14.37706435
6156,10.63577495,14.37400117
6157,10.63829372,14.37360363
6158,10.63881363,14.37135634
6159,10.63254686,14.37504451
6160,10.63552178,14.36918372
6161,10.63385702,14.36959866
6162,10.63604334,14.37244013
6163,10.63484417,14.36476313
6164,10.63555316,14.36648429
6165,10.63531767,14.36379976
6166,10.63935873,14.3616367
6167,10.63585064,14.35934349
6168,10.63702365,14.36147266
6169,10.64057934,14.35733148
6170,10.63579095,14.35325206
6171,10.63878569,14.34908932
6172,10.63676285,14.35028211
6173,10.63874058,14.34753359
6174,10.63527116,14.34781443
6175,10.63865434,14.34010317
6176,10.63842404,14.35162739
6177,10.63836652,14.34258309
6178,10.63954702,14.33873096
6179,10.63719297,14.33522253
6180,10.63611929,14.34064047
6181,10.63784486,14.33279404
6182,10.63964463,14.33270297
6183,10.64254157,14.33354366
6184,10.64358907,14.33335632
6185,10.63927636,14.32374872
6186,10.64118639,14.32915891
6187,10.64112314,14.32279114
6188,10.64264583,14.32499233
6189,10.64421875,14.32453592
6190,10.64087077,14.31682679
6191,10.64055893,14.32061213
6192,10.64077151,14.31738684
6193,10.63982781,14.31342658
6194,10.64593635,14.31566317
6195,10.64489735,14.31362816
6196,10.64559642,14.31530476
6197,10.64569477,14.31055882
6198,10.64667007,14.30822945
6199,10.64294684,14.30692249
6200,10.64620963,14.30996884
6201,10.64351567,14.30412874
6202,10.64859203,14.30309615
6203,10.64763905,14.29723951
6204,10.64398076,14.29751463
6205,10.64035608,14.29438065
6206,10.64361173,14.29020208
6207,10.64360739,14.29317398
6208,10.64837602,14.28793392
6209,10.64498958,14.29018246
6210,10.64424747,14.28858334
6211,10.64615224,14.28955165
6212,10.64706779,14.28281288
6213,10.64495251,14.28740192
6214,10.64461065,14.28378691
6215,10.64381266,14.27829639
6216,10.64482418,14.27402933
6217,10.64827382,14.27843064
6218,10.64720855,14.2753664
6219,10.64556353,14.27231803
6220,10.64696202,14.27236306
6221,10.6462431,14.26774244
6222,10.64496206,14.2715339
6223,10.64832919,14.26971535
6224,10.64914289,14.2667122
6225,10.64830126,14.26423841
6226,10.64668916,14.26673157
6227,10.64887498,14.26307145
6228,10.65059066,14.2576841
6229,10.65014955,14.25919897
6230,10.64793031,14.25841426
6231,10.64900904,14.25570492
6232,10.65266819,14.25230696
6233,10.64476841,14.25006506
6234,10.64761558,14.24947423
6235,10.64819162,14.248857
6236,10.65219337,14.24671823
6237,10.65107685,14.24539888
6238,10.65112079,14.24640598
6239,10.6491265,14.23955041
6240,10.65019569,14.23680323
6241,10.65107569,14.240815
6242,10.65227374,14.23643231
6243,10.64884183,14.23310569
6244,10.65088541,14.23310518
6245,10.65597521,14.22624755
6246,10.65180148,14.22904662
6247,10.65436143,14.23179558
6248,10.6575573,14.22513978
6249,10.65235755,14.22819055
6250,10.65279803,14.22131266
6251,10.65318594,14.22550711
6252,10.6513673,14.22175355
6253,10.65714993,14.22023119
6254,10.65610832,14.21901435
6255,10.65199667,14.21483639
6256,10.65192972,14.2180659
6257,10.65516348,14.20717517
6258,10.6578617,14.20931471
6259,10.6534627,14.20716608
6260,10.65877715,14.20737906
6261,10.65619056,14.20706117
6262,10.66146487,14.20563443
6263,10.65120818,14.20496433
6264,10.65644031,14.20181818
6265,10.65646475,14.19906963
6266,10.65285546,14.1984486
6267,10.6569095,14.19535756
6268,10.65702434,14.19735118
6269,10.65933279,14.19141569
6270,10.65543816,14.19322723
6271,10.66131403,14.18694024
6272,10.66078222,14.18859452
6273,10.65884226,14.18541103
6274,10.65419645,14.18508178
6275,10.65950884,14.18138109
6276,10.65842945,14.18280231
6277,10.65748476,14.17654608
6278,10.6582144,14.17547818
6279,10.66167266,14.18127493
6280,10.65882646,14.17587681
6281,10.65727716,14.16860405
6282,10.66248983,14.17248979
6283,10.65948099,14.16899469
6284,10.65948311,14.16528697
6285,10.65927329,14.16642339
6286,10.65958961,14.17010913
6287,10.66191529,14.15812313
6288,10.660903,14.1681822
6289,10.66136946,14.16047409
6290,10.66226501,14.16196013
6291,10.65833841,14.16028143
6292,10.66363276,14.15909539
6293,10.65936877,14.16075101
6294,10.66093082,14.15564343
6295,10.66520417,14.15318996
6296,10.66281434,14.14954437
6297,10.66338026,14.14619967
6298,10.66169805,14.14816414
6299,10.66352948,14.14029487
6300,10.66335612,14.14624725
6301,10.66337276,14.14048669
6302,10.66164332,14.14035229
6303,10.66935785,14.13896997
6304,10.66099979,14.13578701
6305,10.66383939,14.13683097
6306,10.66547914,14.13519833
6307,10.66318008,14.13397753
6308,10.66287361,14.13302478
6309,10.66447773,14.1268141
6310,10.66561288,14.12500928
6311,10.66314495,14.12714629
6312,10.66537087,14.12302883
6313,10.66502752,14.12417071
6314,10.66509867,14.11827683
6315,10.66619006,14.1158235
6316,10.66484383,14.11659763
6317,10.66825323,14.1152651
6318,10.66973396,14.11409769
6319,10.66747168,14.11063023
6320,10.66622274,14.11190113
6321,10.66237732,14.11229803
6322,10.66619191,14.10621325
6323,10.66712665,14.10358718
6324,10.66616908,14.10092474
6325,10.66560834,14.10296567
6326,10.66709559,14.10358292
6327,10.66884858,14.10529999
6328,10.66489622,14.09979782
6329,10.66952397,14.09742209
6330,10.67128171,14.09301466
6331,10.66596923,14.09811808
6332,10.6651993,14.09068523
6333,10.6670527,14.09132588
6334,10.66589516,14.08940615
6335,10.66657605,14.08967606
6336,10.66860824,14.08678805
6337,10.66718415,14.08524614
6338,10.66559802,14.08540363
6339,10.66530278,14.07931333
6340,10.67107173,14.07994461
6341,10.66919661,14.07939621
6342,10.6723201,14.07940864
6343,10.66769948,14.07770316
6344,10.66938587,14.07588267
6345,10.67081358,14.07069064
6346,10.67219293,14.06929924
6347,10.66952741,14.06854145
6348,10.67115036,14.07142631
6349,10.67320967,14.06168669
6350,10.67136001,14.06549413
6351,10.67167095,14.06162777
6352,10.67161402,14.05912764
6353,10.67179235,14.06233211
6354,10.67127852,14.06094551
6355,10.67226298,14.05826833
6356,10.671572,14.05463796
6357,10.67261274,14.05593634
6358,10.67671978,14.05615495
6359,10.67581958,14.05394319
6360,10.66990673,14.05217594
6361,10.67417366,14.04591756
6362,10.67239128,14.04780724
6363,10.67662453,14.04287009
6364,10.67577096,14.04689521
6365,10.67485886,14.03954502
6366,10.67693821,14.04034523
6367,10.67861407,14.03792423
6368,10.67603931,14.0397871
6369,10.67597747,14.03506409
6370,10.67442269,14.034093
6371,10.67437604,14.03694252
6372,10.67725586,14.03248353
6373,10.67474937,14.03287078
6374,10.67898606,14.02783836
6375,10.67677686,14.02597937
6376,10.67343673,14.02927775
6377,10.67529995,14.0264237
6378,10.67428223,14.02305756
6379,10.67469832,14.02036011
6380,10.67605277,14.02005052
6381,10.6792894,14.01174485
6382,10.67548314,14.01505509
6383,10.6799707,14.01259126
6384,10.68313331,14.01372747
6385,10.67774562,14.01057684
6386,10.68308012,14.00581609
6387,10.68045255,14.00761112
6388,10.68267807,14.00794361
6389,10.67741723,14.00547042
6390,10.6811911,14.00393183
6391,10.67654866,14.00096598
6392,10.67897599,13.99887609
6393,10.68068687,13.99644991
6394,10.67876433,14.00150803
6395,10.679233,13.9970086
6396,10.68191289,13.99477536
6397,10.67980468,13.99478712
6398,10.68076374,13.99731113
6399,10.68180302,13.99138215
6400,10.67945705,13.98647226
6401,10.67997927,13.98510716
6402,10.68505339,13.98599583
6403,10.68566408,13.98080739
6404,10.68141413,13.98605709
6405,10.68538227,13.98008272
6406,10.68379547,13.97856446
6407,10.67935117,13.9797331
6408,10.68156205,13.97674142
6409,10.67980277,13.97065052
6410,10.67910781,13.97273614
6411,10.68219132,13.97058597
6412,10.68310212,13.97290772
6413,10.68165167,13.97245673
6414,10.68653341,13.96415681
6415,10.68345852,13.96647893
6416,10.6817722,13.96724659
6417,10.6817192,13.96059144
6418,10.68268558,13.96040608
6419,10.68172117,13.95786488
6420,10.68379681,13.95529832
6421,10.68294474,13.95625216
6422,10.68960914,13.95181513
6423,10.68497032,13.95548431
6424,10.68553415,13.94992278
6425,10.6851223,13.94647552
6426,10.68412577,13.94857894
6427,10.6802975,13.94896688
6428,10.68427249,13.94298912
6429,10.68674445,13.94363317
6430,10.6857161,13.94251659
6431,10.6851741,13.94284871
6432,10.68500525,13.93611313
6433,10.68910663,13.93530978
6434,10.68761383,13.93393523
6435,10.68774104,13.93680632
6436,10.68334685,13.92896095
6437,10.69031183,13.93398825
6438,10.68853288,13.92847548
6439,10.68637218,13.92735068
6440,10.68423795,13.92563517
6441,10.68724775,13.92696851
6442,10.68772298,13.92494352
6443,10.68810879,13.92326887
6444,10.68836227,13.92314459
6445,10.68981764,13.91964117
6446,10.68985843,13.92019885
6447,10.68851189,13.91357106
6448,10.68734146,13.91900524
6449,10.68621266,13.9129956
6450,10.69080765,13.91440442
6451,10.68818431,13.91409538
6452,10.69127146,13.9095296
6453,10.68953013,13.91066361
6454,10.69042312,13.90546892
6455,10.69012019,13.9065203
6456,10.68960126,13.90456458
6457,10.69263319,13.89962555
6458,10.69275404,13.90141116
6459,10.69302507,13.90029775
6460,10.69435821,13.89828212
6461,10.69393542,13.89824868
6462,10.68970795,13.89581926
6463,10.69034679,13.89308094
6464,10.69104864,13.89082885
6465,10.69271198,13.88796699
6466,10.69190002,13.88850557
6467,10.69294174,13.8902906
6468,10.69283199,13.88348119
6469,10.69386504,13.88403016
6470,10.69770321,13.8812554
6471,10.69745262,13.88156195
