Data Size,Average,Standard Deviation
2406,9.498784747,1.806582604
2407,9.501563061,1.808850189
2408,9.502551056,1.808921959
2409,9.502770046,1.808764415
2410,9.501633638,1.808509182
2411,9.504823738,1.810195902
2412,9.502434592,1.806950971
2413,9.509274155,1.812139814
2414,9.509274353,1.81252462
2415,9.506083843,1.808449412
2416,9.510240662,1.81213111
2417,9.508372378,1.809575198
2418,9.506506066,1.807704922
2419,9.508740597,1.808847064
2420,9.508471508,1.80914849
2421,9.513090839,1.812147327
2422,9.508172403,1.807326411
2423,9.511420299,1.809509443
2424,9.510665976,1.808400501
2425,9.509950529,1.807199036
2426,9.513109941,1.809803665
2427,9.512308121,1.808351407
2428,9.506812798,1.802772628
2429,9.514999361,1.810170906
2430,9.512298217,1.807355287
2431,9.518956732,1.812624225
2432,9.515729401,1.809410113
2433,9.51869782,1.81229619
2434,9.519618075,1.811702421
2435,9.515186971,1.808862695
2436,9.516702983,1.808453532
2437,9.520124454,1.810872859
2438,9.521567957,1.81187028
2439,9.522221077,1.811851495
2440,9.523205125,1.812514829
2441,9.522228987,1.81132226
2442,9.521750836,1.810374346
2443,9.523432293,1.812296324
2444,9.52491722,1.811839699
2445,9.529388307,1.814673669
2446,9.523935918,1.810090021
2447,9.525051926,1.810461629
2448,9.529100252,1.814090031
2449,9.526916043,1.812043943
2450,9.532009929,1.816055107
2451,9.529180345,1.812084989
2452,9.532109525,1.815678594
2453,9.527594957,1.809791372
2454,9.529704241,1.811775355
2455,9.530084777,1.812090217
2456,9.531544983,1.812722786
2457,9.532366231,1.812653993
2458,9.530204047,1.809931046
2459,9.533514403,1.812524996
2460,9.529942129,1.808682671
2461,9.533177421,1.811321411
2462,9.530307657,1.809247702
2463,9.53565621,1.812628329
2464,9.536873295,1.814260119
2465,9.533666778,1.809778116
2466,9.534300312,1.80990986
2467,9.535855252,1.810979259
2468,9.539233947,1.813213585
2469,9.538009261,1.811480684
2470,9.539282648,1.8130653
2471,9.536145811,1.809370177
2472,9.539807905,1.81179897
2473,9.540519423,1.812268402
2474,9.541731881,1.813328486
2475,9.541697716,1.812015873
2476,9.541839441,1.811634743
2477,9.541327123,1.810816151
2478,9.543487429,1.81332095
2479,9.545860117,1.815161414
2480,9.545326241,1.813332855
2481,9.541778303,1.809965848
2482,9.547985313,1.813852835
2483,9.547616812,1.814379379
2484,9.548157487,1.813539872
2485,9.549584378,1.815522801
2486,9.549847637,1.815060466
2487,9.551573034,1.815356249
2488,9.554505457,1.817940194
2489,9.552868616,1.816239283
2490,9.548924597,1.812241313
2491,9.547015731,1.810301921
2492,9.548639913,1.810785445
2493,9.553715652,1.814295894
2494,9.553475362,1.814144406
2495,9.549135413,1.810520999
2496,9.555885524,1.81610617
2497,9.558541688,1.817279075
2498,9.55649992,1.815016364
2499,9.560057621,1.818024223
2500,9.555665387,1.813567446
2501,9.558794042,1.815695097
2502,9.557333469,1.814882292
2503,9.562718699,1.818483892
2504,9.561426869,1.816256622
2505,9.558601168,1.813616032
2506,9.56008579,1.814354558
2507,9.561488747,1.815514084
2508,9.560354385,1.813862212
2509,9.563433296,1.816538484
2510,9.562818165,1.815506926
2511,9.56360098,1.81531565
2512,9.562276469,1.814603598
2513,9.563764621,1.81504609
2514,9.563941704,1.814867598
2515,9.565211552,1.815799366
2516,9.563662365,1.813346449
2517,9.566676225,1.814783966
2518,9.569844428,1.818378599
2519,9.569305637,1.817558771
2520,9.56853526,1.817299886
2521,9.565850834,1.813365051
2522,9.570154645,1.815883077
2523,9.5688575,1.814414698
2524,9.569381666,1.814723977
2525,9.568806874,1.814286991
2526,9.570801924,1.815545385
2527,9.571710332,1.815517798
2528,9.573770462,1.816892521
2529,9.575410994,1.818246332
2530,9.577808862,1.819524041
2531,9.580192123,1.820333089
2532,9.576952517,1.818798853
2533,9.579879902,1.81951396
2534,9.574334085,1.814680647
2535,9.58244722,1.821109012
2536,9.575656212,1.8144587
2537,9.578168197,1.816306108
2538,9.578885157,1.816689861
2539,9.575537456,1.813637227
2540,9.582151662,1.818222876
2541,9.577234769,1.813373272
2542,9.583197055,1.819334483
2543,9.577337985,1.8131811
2544,9.578954116,1.815121619
2545,9.580039817,1.814437637
2546,9.582580591,1.816780655
2547,9.589067294,1.822139284
2548,9.584520157,1.817430069
2549,9.587777847,1.820082469
2550,9.589812751,1.822151944
2551,9.591966711,1.822524817
2552,9.590040535,1.820597143
2553,9.58682377,1.817721103
2554,9.588271694,1.81766425
2555,9.591207963,1.820191163
2556,9.595833912,1.823998
2557,9.586722569,1.815620379
2558,9.590974776,1.818888637
2559,9.588777559,1.817210953
2560,9.586519779,1.814024524
2561,9.593639795,1.819744215
2562,9.595648517,1.821547458
2563,9.590597583,1.816362895
2564,9.595975223,1.820541187
2565,9.591407793,1.817173097
2566,9.594317812,1.819020561
2567,9.600201478,1.823336351
2568,9.598442849,1.821793726
2569,9.597410165,1.819747667
2570,9.600725539,1.821629089
2571,9.595411065,1.817847729
2572,9.59872293,1.819778197
2573,9.600054992,1.820658666
2574,9.597338912,1.817400033
2575,9.600129612,1.819935066
2576,9.598302018,1.817358968
2577,9.607319761,1.82556697
2578,9.600662174,1.818432275
2579,9.605334156,1.822425698
2580,9.602613127,1.81878509
2581,9.607526131,1.822849236
2582,9.600486202,1.816335285
2583,9.603477522,1.820070258
2584,9.609003,1.824209821
2585,9.606453531,1.820509823
2586,9.603901613,1.817977759
2587,9.606302973,1.820143755
2588,9.604156077,1.81753363
2589,9.609461639,1.821938111
2590,9.609682128,1.820683218
2591,9.612168541,1.823067078
2592,9.613243879,1.823227722
2593,9.60980721,1.820484254
2594,9.613407841,1.823540053
2595,9.611534169,1.821411439
2596,9.61044012,1.819344275
2597,9.617165552,1.824902385
2598,9.611127595,1.818682114
2599,9.615133545,1.822171409
2600,9.608907896,1.818177214
2601,9.617458821,1.823835475
2602,9.617407104,1.822868918
2603,9.612825267,1.819728121
2604,9.62004361,1.824515246
2605,9.619560223,1.823432052
2606,9.613163956,1.817237723
2607,9.6242117,1.827080488
2608,9.615759499,1.818932774
2609,9.619496401,1.821653703
2610,9.622238069,1.823749295
2611,9.614395624,1.817488215
2612,9.620750412,1.82229835
2613,9.621892244,1.82199293
2614,9.622114669,1.822330781
2615,9.622272681,1.822493738
2616,9.617619584,1.816962527
2617,9.625471639,1.823435591
2618,9.62629251,1.823827828
2619,9.619950589,1.81839788
2620,9.625102911,1.823405611
2621,9.626137061,1.823259213
2622,9.625090112,1.821337083
2623,9.629528211,1.824993071
2624,9.628366086,1.823006219
2625,9.627481445,1.82248074
2626,9.628001629,1.822669054
2627,9.6278861,1.821712997
2628,9.630833674,1.823717015
2629,9.630120222,1.821988526
2630,9.630484664,1.823558488
2631,9.63122438,1.822179341
2632,9.632683059,1.823808558
2633,9.634001652,1.82397403
2634,9.632824412,1.822792573
2635,9.634823806,1.824120297
2636,9.63511724,1.824555348
2637,9.634715048,1.824195387
2638,9.636408398,1.824314457
2639,9.635309506,1.824181202
2640,9.636192684,1.822439894
2641,9.634779302,1.822152668
2642,9.639303129,1.824869465
2643,9.636472915,1.822097259
2644,9.643903492,1.828808729
2645,9.639421656,1.824327874
2646,9.639185251,1.824517151
2647,9.633224092,1.818526373
2648,9.642620168,1.826644041
2649,9.642868991,1.826059003
2650,9.644347045,1.82602803
2651,9.64029283,1.823052094
2652,9.639351891,1.820839036
2653,9.640265198,1.821890844
2654,9.643887744,1.824221726
2655,9.650794171,1.82998011
2656,9.643620302,1.823745267
2657,9.642928442,1.823002378
2658,9.640286971,1.819864222
2659,9.644360878,1.822501401
2660,9.650817123,1.827931684
2661,9.64451522,1.822669322
2662,9.64840246,1.824701628
2663,9.657165743,1.832064306
2664,9.649514526,1.825299492
2665,9.650689614,1.826054897
2666,9.648355569,1.822449973
2667,9.64939765,1.824135411
2668,9.64971377,1.823446906
2669,9.649643589,1.823506642
2670,9.658968126,1.830913777
2671,9.655365437,1.827357021
2672,9.653776617,1.826115429
2673,9.648092373,1.819755261
2674,9.651282639,1.822857227
2675,9.655714746,1.825645453
2676,9.655896497,1.825931686
2677,9.655872356,1.82635298
2678,9.661267107,1.829340439
2679,9.662602312,1.829254319
2680,9.655369078,1.823240651
2681,9.660162007,1.827742415
2682,9.657178018,1.825186896
2683,9.657367772,1.824694508
2684,9.659833088,1.826087531
2685,9.661109926,1.826276549
2686,9.656460804,1.823202621
2687,9.660720681,1.82602236
2688,9.667506268,1.831511497
2689,9.665954561,1.829277255
2690,9.664986417,1.827812559
2691,9.664798406,1.827699348
2692,9.666014254,1.828543331
2693,9.66921871,1.830850327
2694,9.662009734,1.823773182
2695,9.664079121,1.82476356
2696,9.660792724,1.822834347
2697,9.669512922,1.829349118
2698,9.664260298,1.824145775
2699,9.66571389,1.824589454
2700,9.668459121,1.827117945
2701,9.670626047,1.827963222
2702,9.669040047,1.827263887
2703,9.670574472,1.828006119
2704,9.673303555,1.829861209
2705,9.66768671,1.823544801
2706,9.6687203,1.823887342
2707,9.674738731,1.829779136
2708,9.6730255,1.827374726
2709,9.67344572,1.827671317
2710,9.677313905,1.830604569
2711,9.67388465,1.827324943
2712,9.676855552,1.828988867
2713,9.677107055,1.828999574
2714,9.678457508,1.830156184
2715,9.672801016,1.82433661
2716,9.673447314,1.825208187
2717,9.676876199,1.827043217
2718,9.673315172,1.824014186
2719,9.677539881,1.827987239
2720,9.682338099,1.830721455
2721,9.679630288,1.82813139
2722,9.680522896,1.828580065
2723,9.678892554,1.826926813
2724,9.679042217,1.826105925
2725,9.687626004,1.834415916
2726,9.680926262,1.827659203
2727,9.682304487,1.828200273
2728,9.682411285,1.827712659
2729,9.688600251,1.832460736
2730,9.681258114,1.826237894
2731,9.684979514,1.82862689
2732,9.689000369,1.831928257
2733,9.678561233,1.822242283
2734,9.683655874,1.826507368
2735,9.691405641,1.832392911
2736,9.683036052,1.825440562
2737,9.691140184,1.832336425
2738,9.690607786,1.831419654
2739,9.689716537,1.829815091
2740,9.687951116,1.827762224
2741,9.686477189,1.825203122
2742,9.690625386,1.828731693
2743,9.68362415,1.822592489
2744,9.691653079,1.8299025
2745,9.691932136,1.829651412
2746,9.689445321,1.826620147
2747,9.6913995,1.828833427
2748,9.689615949,1.826891924
2749,9.689328793,1.825620093
2750,9.694706854,1.830591261
2751,9.693388345,1.827954674
2752,9.689174582,1.823705286
2753,9.690561149,1.824868041
2754,9.698780127,1.832420056
2755,9.698587188,1.831532459
2756,9.698424956,1.830835243
2757,9.696583297,1.828758717
2758,9.693361291,1.825651254
2759,9.694292802,1.825997498
2760,9.693900745,1.825283885
2761,9.698955218,1.82909439
2762,9.705161131,1.834138821
2763,9.698819766,1.827984152
2764,9.704725837,1.832697546
2765,9.704339596,1.833061353
2766,9.704758041,1.832794749
2767,9.700934917,1.828375499
2768,9.702018251,1.828677816
2769,9.698991835,1.826571238
2770,9.702602202,1.829403978
2771,9.69944476,1.826742612
2772,9.701581787,1.828049505
2773,9.707275244,1.83148561
2774,9.708904392,1.833152644
2775,9.708637359,1.832296561
2776,9.711962581,1.833158487
2777,9.70807871,1.831283266
2778,9.713762205,1.835464453
2779,9.704369695,1.826458185
2780,9.716231625,1.836836842
2781,9.709571507,1.830824147
2782,9.70657363,1.827835289
2783,9.709734191,1.829201906
2784,9.711491559,1.831324588
2785,9.709294486,1.829082044
2786,9.706090991,1.826062623
2787,9.710283963,1.828564444
2788,9.711458191,1.829122144
2789,9.710117471,1.827388095
2790,9.717741481,1.834514036
2791,9.717485774,1.834814862
2792,9.719100929,1.834362166
2793,9.713018948,1.829139935
2794,9.717052765,1.831602438
2795,9.71526865,1.830584988
2796,9.719243748,1.833303521
2797,9.712148524,1.826646635
2798,9.712469308,1.826622357
2799,9.713974032,1.827673245
2800,9.715608195,1.828688516
2801,9.717754095,1.830659369
2802,9.727266744,1.837139503
2803,9.722381664,1.833075612
2804,9.720986311,1.83124461
2805,9.723434351,1.833258143
2806,9.728623612,1.83714937
2807,9.722453567,1.832457676
2808,9.724469273,1.834195048
2809,9.720744066,1.82955567
2810,9.724878467,1.833796119
2811,9.722023258,1.829540247
2812,9.722686773,1.829481882
2813,9.721912981,1.828715969
2814,9.728016911,1.834740145
2815,9.728461556,1.834401712
2816,9.726758765,1.832307746
2817,9.722650757,1.827454962
2818,9.72587199,1.830465112
2819,9.727327411,1.831664746
2820,9.721625275,1.825808678
2821,9.730496639,1.833282201
2822,9.724892952,1.828044862
2823,9.728775756,1.830404374
2824,9.725089653,1.827344638
2825,9.731359325,1.832747333
2826,9.733671344,1.834325982
2827,9.728829487,1.830270581
2828,9.728595398,1.830192834
2829,9.731516738,1.83159497
2830,9.731583161,1.831531446
2831,9.735717984,1.834361184
2832,9.732923378,1.830751237
2833,9.732259783,1.831402331
2834,9.737257198,1.833988468
2835,9.731756239,1.83060645
2836,9.739422625,1.835829486
2837,9.733168095,1.829615581
2838,9.736864327,1.832343743
2839,9.733518736,1.829613763
2840,9.737375025,1.831838516
2841,9.735319082,1.830468962
2842,9.743379784,1.836757264
2843,9.739466581,1.833015571
2844,9.739080391,1.832420907
2845,9.741879562,1.834229131
2846,9.738407451,1.831624253
2847,9.741327775,1.832561342
2848,9.74035,1.832386388
2849,9.740729645,1.832648749
2850,9.742804509,1.833689731
2851,9.738666134,1.827957135
2852,9.745454818,1.834609194
2853,9.744012377,1.83359392
2854,9.7416264,1.830309587
2855,9.742328912,1.831154575
2856,9.740032048,1.828445273
2857,9.744538127,1.83163036
2858,9.746675597,1.832583341
2859,9.742557409,1.829525536
2860,9.746013147,1.832965635
2861,9.749727034,1.83481586
2862,9.750084141,1.836435761
2863,9.747675706,1.832966468
2864,9.751431457,1.835703542
2865,9.74853856,1.832178028
2866,9.74849065,1.832270649
2867,9.74785692,1.831513654
2868,9.749105068,1.832653838
2869,9.754979552,1.836651568
2870,9.745474341,1.827654162
2871,9.754537454,1.835961703
2872,9.749879015,1.830710893
2873,9.76088265,1.839930146
2874,9.756521201,1.835417727
2875,9.755869074,1.834814926
2876,9.752611451,1.831084136
2877,9.755312006,1.834489535
2878,9.756912769,1.835193201
2879,9.757172228,1.834867908
2880,9.755383888,1.832103928
2881,9.750528539,1.828899983
2882,9.758707707,1.834659943
2883,9.763901225,1.838547577
2884,9.763095122,1.838108917
2885,9.757164384,1.832902102
2886,9.759396868,1.83423899
2887,9.762290225,1.835839634
2888,9.754853104,1.830118763
2889,9.760115714,1.83370021
2890,9.761389224,1.834913536
2891,9.758112274,1.831881223
2892,9.760197845,1.831868786
2893,9.758764885,1.830376505
2894,9.759873804,1.831398796
2895,9.758150511,1.82949509
2896,9.760985402,1.83127857
2897,9.765024182,1.83448858
2898,9.763920715,1.83330778
2899,9.759907289,1.829855378
2900,9.763882655,1.832776088
2901,9.762386616,1.831678976
2902,9.765826363,1.833341444
2903,9.769364673,1.836585793
2904,9.763223978,1.830871973
2905,9.765893378,1.83353124
2906,9.762196361,1.829051689
2907,9.769922472,1.834716005
2908,9.767205438,1.83245541
2909,9.770071618,1.834434977
2910,9.77382907,1.838032584
2911,9.768842671,1.833528351
2912,9.772358291,1.83506195
2913,9.772762436,1.834623142
2914,9.769894945,1.832907963
2915,9.774005849,1.836176199
2916,9.769465798,1.831503849
2917,9.768347818,1.829994905
2918,9.769230944,1.830557837
2919,9.767524631,1.828948512
2920,9.767834546,1.828801229
2921,9.774814163,1.834330307
2922,9.777598802,1.836067034
2923,9.773228664,1.832831839
2924,9.775606744,1.834691244
2925,9.773738569,1.832054713
2926,9.774028635,1.832345822
2927,9.773908027,1.831335447
2928,9.774529754,1.831281829
2929,9.77656517,1.832949931
2930,9.778302985,1.834336197
2931,9.780475503,1.834836222
2932,9.779997468,1.835647615
2933,9.781653969,1.835097033
2934,9.778749058,1.834356841
2935,9.776750132,1.831665866
2936,9.782905723,1.836306075
2937,9.776183419,1.829738198
2938,9.780967516,1.83395983
2939,9.777078147,1.830053819
2940,9.781329257,1.833524381
2941,9.785640367,1.836374848
2942,9.784345147,1.835361872
2943,9.78422508,1.834738836
2944,9.775769085,1.8275432
2945,9.78121144,1.830597831
2946,9.78071236,1.831115147
2947,9.782637949,1.832537805
2948,9.788682847,1.836735648
2949,9.78368937,1.832283944
2950,9.789044618,1.836187072
2951,9.78896234,1.836176782
2952,9.784648839,1.83136658
2953,9.787289242,1.833106923
2954,9.791227932,1.837012495
2955,9.793225907,1.837874048
2956,9.787508251,1.832608709
2957,9.788916631,1.833755507
2958,9.788151574,1.832445753
2959,9.79434376,1.837232283
2960,9.793520839,1.836849143
2961,9.786814293,1.830914016
2962,9.794324958,1.836884235
2963,9.790850839,1.832985125
2964,9.789970288,1.832146423
2965,9.790561729,1.8326449
2966,9.788839089,1.830324258
2967,9.794228681,1.834819008
2968,9.797265827,1.837111989
2969,9.795165835,1.835893176
2970,9.792118912,1.831972207
2971,9.799108639,1.837804983
2972,9.799583884,1.838358567
2973,9.800261269,1.83763117
2974,9.797604402,1.834499201
2975,9.798219321,1.834405039
2976,9.793307931,1.832392684
2977,9.796994817,1.8334531
2978,9.805960033,1.840938726
2979,9.795929805,1.83183459
2980,9.799999295,1.834637739
2981,9.799035615,1.834324465
2982,9.795608043,1.831152975
2983,9.79668377,1.832119493
2984,9.796477629,1.830083894
2985,9.796020282,1.830611337
2986,9.80459189,1.836401944
2987,9.793578059,1.826850485
2988,9.80585628,1.836755829
2989,9.80198579,1.835080798
2990,9.798273291,1.830695196
2991,9.805605637,1.835648657
2992,9.799649534,1.830781079
2993,9.806352635,1.836085195
2994,9.804269295,1.832973123
2995,9.806971519,1.835487877
2996,9.803796296,1.833076452
2997,9.803667553,1.831887884
2998,9.8001722,1.829791981
2999,9.806300246,1.834059685
3000,9.805648942,1.83313144
3001,9.804985578,1.832365627
3002,9.812283194,1.837844491
3003,9.806049671,1.83213452
3004,9.806070742,1.833020652
3005,9.810448309,1.834758546
3006,9.812712904,1.837011873
3007,9.814455037,1.837741708
3008,9.807885477,1.831896166
3009,9.813211521,1.835967906
3010,9.81431957,1.83770712
3011,9.817568241,1.839603065
3012,9.807872446,1.830764832
3013,9.80906343,1.832267505
3014,9.813947211,1.83510358
3015,9.818154794,1.837838633
3016,9.809435542,1.829971017
3017,9.807761969,1.828971372
3018,9.816282681,1.834447018
3019,9.820113883,1.839514389
3020,9.806866763,1.827022859
3021,9.814211341,1.833165549
3022,9.81062704,1.829189606
3023,9.819827653,1.836895573
3024,9.818802228,1.835940178
3025,9.814591933,1.832460289
3026,9.816826711,1.834032254
3027,9.819559685,1.835504588
3028,9.816874163,1.8328871
3029,9.816838203,1.831549076
3030,9.818863978,1.832886749
3031,9.822957163,1.836808496
3032,9.81461631,1.829444648
3033,9.816019394,1.830852424
3034,9.828704967,1.841861091
3035,9.821712298,1.834561669
3036,9.818736627,1.831927439
3037,9.821364775,1.832975115
3038,9.820065863,1.831391849
3039,9.82567182,1.836475036
3040,9.825894262,1.836404192
3041,9.821641524,1.832570974
3042,9.816284659,1.828333556
3043,9.825109016,1.834040323
3044,9.826377148,1.835145499
3045,9.823485642,1.833038578
3046,9.818782085,1.827858222
3047,9.825811335,1.834071545
3048,9.823248513,1.83170869
3049,9.827672532,1.835512729
3050,9.826501277,1.833982087
3051,9.831405062,1.838111597
3052,9.8306998,1.836782774
3053,9.823415944,1.830406085
3054,9.820354321,1.82787178
3055,9.824744018,1.830094428
3056,9.83217527,1.837246326
3057,9.830064118,1.83400585
3058,9.831172393,1.834896011
3059,9.832590424,1.835143405
3060,9.83211397,1.834663678
3061,9.82275703,1.825800912
3062,9.829257096,1.832615578
3063,9.830793382,1.832150285
3064,9.829388399,1.831828455
3065,9.830774399,1.832552309
3066,9.832300105,1.832391535
3067,9.834604712,1.83452964
3068,9.834390935,1.834132401
3069,9.834838696,1.833246321
3070,9.835206758,1.833872839
3071,9.839056182,1.836938206
3072,9.835320871,1.834262109
3073,9.835921136,1.833479256
3074,9.837660709,1.83499416
3075,9.83353096,1.83096969
3076,9.840987327,1.836823999
3077,9.836695674,1.833647712
3078,9.836249154,1.832797583
3079,9.841347188,1.835261364
3080,9.830255923,1.825615726
3081,9.840427964,1.835088694
3082,9.837220245,1.832252638
3083,9.840156966,1.833833191
3084,9.840596986,1.833105623
3085,9.838834902,1.831863457
3086,9.837002959,1.830238274
3087,9.840396265,1.833915373
3088,9.839855353,1.832664005
3089,9.839530577,1.831363713
3090,9.844908053,1.836031158
3091,9.843160295,1.83364386
3092,9.844316478,1.834444758
3093,9.839072634,1.829855368
3094,9.840614135,1.831298936
3095,9.845684596,1.835632166
3096,9.840788786,1.830576587
3097,9.846196837,1.835222083
3098,9.83927874,1.827951279
3099,9.844854502,1.83251801
3100,9.839490763,1.827923885
3101,9.841059476,1.82961439
3102,9.845429072,1.831434207
3103,9.845402571,1.831805815
3104,9.845439992,1.831342862
3105,9.844489398,1.830481079
3106,9.847173705,1.83252268
3107,9.852952733,1.836985116
3108,9.848401453,1.832698034
3109,9.848857269,1.831765868
3110,9.844934534,1.829549672
3111,9.849504803,1.831881462
3112,9.850551292,1.83343959
3113,9.847108373,1.829836271
3114,9.845930086,1.829737118
3115,9.859237235,1.83966666
3116,9.854724611,1.835462124
3117,9.856582258,1.837110483
3118,9.854376054,1.834575579
3119,9.846905437,1.827858516
3120,9.849873348,1.830033139
3121,9.854656221,1.833230451
3122,9.852995517,1.832668508
3123,9.85613527,1.834622867
3124,9.854460315,1.832383207
3125,9.853839177,1.831815379
3126,9.852409681,1.831434922
3127,9.85527729,1.831678771
3128,9.856534103,1.833186962
3129,9.858700666,1.835637878
3130,9.853878933,1.83059072
3131,9.856538117,1.831576972
3132,9.858798837,1.833786478
3133,9.854256699,1.829988545
3134,9.861664662,1.835563993
3135,9.86238245,1.836125202
3136,9.858634471,1.832444662
3137,9.860995389,1.833889004
3138,9.857553214,1.831560259
3139,9.865997711,1.837242419
3140,9.859145826,1.83054683
3141,9.854930021,1.827005384
3142,9.865573603,1.836326941
3143,9.861064214,1.831510223
3144,9.862455219,1.832754825
3145,9.861340089,1.832361246
3146,9.857868688,1.828243829
3147,9.863938982,1.833616765
3148,9.85827811,1.828409123
3149,9.868450595,1.835934081
3150,9.868562782,1.835742645
3151,9.866693317,1.833117113
3152,9.866719581,1.833832451
3153,9.87323212,1.838653023
3154,9.861738244,1.830056235
3155,9.868240896,1.834524223
3156,9.865024025,1.831855771
3157,9.868829953,1.833908357
3158,9.863211291,1.829399924
3159,9.868229727,1.833149729
3160,9.866606187,1.831466194
3161,9.868020552,1.832129417
3162,9.862685836,1.82771695
3163,9.876879683,1.839180527
3164,9.866971059,1.830352874
3165,9.869191374,1.831686728
3166,9.871785475,1.833586901
3167,9.869598352,1.831736673
3168,9.864009642,1.826364302
3169,9.871487652,1.831757273
3170,9.867743117,1.828851822
3171,9.867506513,1.828204158
3172,9.873101699,1.833180398
3173,9.871112301,1.831269984
3174,9.867944095,1.828612182
3175,9.868399006,1.828109208
3176,9.875859461,1.834004387
3177,9.874267406,1.832702837
3178,9.877447921,1.833202829
3179,9.875341189,1.832698321
3180,9.876652155,1.83310841
3181,9.869097542,1.82613033
3182,9.881294762,1.836990494
3183,9.872011739,1.828193402
3184,9.871135208,1.827276097
3185,9.877148493,1.832799843
3186,9.872447516,1.828367563
3187,9.870974923,1.827314483
3188,9.880681007,1.834512255
3189,9.874364099,1.82841194
3190,9.876513032,1.829808378
3191,9.878729617,1.831963847
3192,9.874272785,1.827986918
3193,9.873788428,1.82680974
3194,9.876223502,1.828793854
3195,9.878697013,1.83083415
3196,9.878372898,1.830569283
3197,9.880158144,1.83050924
3198,9.876925677,1.828828228
3199,9.883463797,1.833810114
3200,9.878410022,1.827757861
3201,9.875849735,1.825543309
3202,9.878071949,1.827914647
3203,9.88232991,1.831704132
3204,9.880500697,1.828502508
3205,9.881665366,1.828776861
3206,9.881685305,1.829160955
3207,9.887141389,1.833733332
3208,9.876800373,1.825405185
3209,9.885089834,1.831241519
3210,9.883189255,1.829508281
3211,9.887674691,1.832529085
3212,9.881678832,1.827942108
3213,9.886295331,1.831066638
3214,9.888859887,1.833095994
3215,9.889762135,1.834734897
3216,9.887073333,1.831639725
3217,9.886064663,1.830009409
3218,9.883977376,1.828643924
3219,9.88536496,1.82807985
3220,9.884844614,1.827366449
3221,9.882523709,1.825984262
3222,9.882768065,1.825950201
3223,9.893655002,1.833572341
3224,9.8846236,1.824974726
3225,9.890030274,1.830587658
3226,9.884758414,1.826184668
3227,9.889523738,1.830253158
3228,9.893608123,1.832557336
3229,9.885683861,1.825250309
3230,9.888502661,1.827748677
3231,9.88516671,1.824921953
3232,9.890977582,1.828902343
3233,9.894747565,1.832100066
3234,9.890701218,1.827785794
3235,9.884878403,1.824042643
3236,9.890794848,1.827642237
3237,9.895095752,1.831107686
3238,9.890420021,1.82687273
3239,9.893994787,1.829800168
3240,9.895914923,1.831496677
3241,9.89345695,1.828217453
3242,9.896444873,1.830405139
3243,9.900556413,1.833145052
3244,9.896028735,1.829480748
3245,9.888187272,1.823413837
3246,9.903681433,1.835326239
3247,9.893250946,1.826520124
3248,9.898230473,1.830863911
3249,9.894990245,1.827846088
3250,9.896498054,1.82898875
3251,9.897208252,1.82864045
3252,9.89822201,1.827783917
3253,9.894700482,1.827015436
3254,9.90142592,1.830151839
3255,9.901263314,1.831050599
3256,9.89725882,1.82714613
3257,9.903415702,1.831910772
3258,9.89778345,1.827399336
3259,9.900995413,1.828914191
3260,9.902377072,1.830765771
3261,9.904763193,1.831931984
3262,9.901699329,1.828535973
3263,9.905084906,1.832074286
3264,9.899454643,1.826444695
3265,9.902152694,1.828315074
3266,9.902087633,1.828565223
3267,9.901183364,1.827507257
3268,9.904887584,1.828906807
3269,9.899826764,1.82641831
3270,9.901251417,1.82706111
3271,9.90565798,1.829572572
3272,9.906457087,1.829402368
3273,9.905848887,1.828964022
3274,9.904293465,1.827309196
3275,9.910762679,1.83337307
3276,9.906668153,1.829139044
3277,9.905730996,1.82806226
3278,9.904533532,1.827287787
3279,9.905621596,1.826345033
3280,9.909179398,1.828668292
3281,9.90737447,1.827833145
3282,9.903696614,1.824875589
3283,9.90564593,1.825677466
3284,9.911380104,1.830696445
3285,9.916658916,1.834721749
3286,9.91104675,1.82912645
3287,9.920506102,1.836134831
3288,9.90931122,1.827465887
3289,9.912449603,1.829828963
3290,9.917743927,1.833886693
3291,9.910541928,1.827241228
3292,9.907431099,1.824923905
3293,9.908512055,1.82551613
3294,9.910911767,1.827157326
3295,9.908578584,1.823901906
3296,9.915561711,1.830059066
3297,9.91729847,1.830826376
3298,9.91511174,1.829813594
3299,9.910990928,1.826391859
3300,9.915739206,1.829081724
3301,9.918277167,1.83071573
3302,9.914033008,1.826739583
3303,9.917085675,1.830049806
3304,9.912803089,1.825828363
3305,9.913283265,1.825302114
3306,9.920392461,1.830912727
3307,9.921952737,1.831748617
3308,9.912883426,1.825007072
3309,9.921456696,1.83058245
3310,9.916239088,1.826238724
3311,9.916724225,1.826967127
3312,9.916934426,1.8249719
3313,9.923243896,1.832428694
3314,9.916374387,1.825900052
3315,9.913549023,1.822727692
3316,9.91736156,1.825997258
3317,9.919467,1.826479542
3318,9.916794366,1.825007776
3319,9.923505686,1.82960069
3320,9.917258175,1.823907607
3321,9.922176265,1.827557175
3322,9.922643051,1.828625826
3323,9.92521148,1.829835488
3324,9.914383991,1.82046892
3325,9.92198901,1.826280722
3326,9.919166106,1.824125164
3327,9.921918049,1.825362964
3328,9.921608252,1.826028576
3329,9.925063189,1.828033635
3330,9.918763933,1.823275568
3331,9.927377725,1.829572228
3332,9.929068339,1.831019881
3333,9.927120399,1.828835314
3334,9.92457205,1.826322801
3335,9.922755905,1.825131815
3336,9.91649034,1.818852387
3337,9.928030224,1.828205084
